Shape;Carat;Color;Clarity;Cut;Price
Heart;0.41;D;VS1;Ideal;951
Heart;0.50;E;SI1;Excellent;951
Princess;0.50;F;SI1;Very Good;951
Cushion;0.51;F;VS2;Ideal;951
Heart;0.46;E;VS1;Ideal;951
Emerald;0.50;I;VVS2;Ideal;952
Princess;0.51;E;SI2;Ideal;952
Pear;0.51;D;SI2;Ideal;952
Heart;0.46;D;VS2;Ideal;952
Emerald;0.45;F;VS1;Ideal;952
Oval;0.50;G;VS2;Excellent;952
Heart;0.32;D;VVS1;Ideal;952
Cushion;0.50;F;VS2;Excellent;952
Radiant;0.42;F;VVS1;Ideal;952
Emerald;0.50;F;VS2;Ideal;952
Princess;0.50;F;SI1;Excellent;952
Emerald;0.50;H;SI1;Ideal;952
Cushion;0.56;G;VS2;Ideal;952
Cushion;0.50;F;VS2;Excellent;952
Heart;0.50;F;SI1;Excellent;952
Emerald;0.51;H;VS2;Ideal;952
Cushion;0.43;F;IF;Ideal;952
Emerald;0.41;E;IF;Ideal;952
Emerald;0.50;F;SI1;Excellent;952
Cushion;0.50;F;VS2;Excellent;952
Cushion;0.50;D;VVS1;Ideal;952
Pear;0.40;D;VVS2;Ideal;952
Heart;0.44;E;VS2;Ideal;952
Pear;0.50;F;SI1;Ideal;952
Radiant;0.60;H;SI2;Ideal;952
Oval;0.50;F;SI1;Very Good;952
Emerald;0.45;F;VVS1;Ideal;952
Oval;0.50;E;SI2;Ideal;952
Cushion;0.50;F;VS2;Excellent;952
Heart;0.46;D;VS2;Ideal;952
Heart;0.40;E;IF;Ideal;952
Emerald;0.50;I;VS2;Ideal;952
Oval;0.50;E;SI2;Ideal;952
Pear;0.50;H;VS2;Ideal;952
Cushion;0.50;F;VS2;Excellent;952
Cushion;0.52;D;VS1;Excellent;953
Cushion;0.55;D;SI1;Excellent;953
Emerald;0.51;H;VS2;Excellent;953
Cushion;0.50;G;VVS2;Excellent;953
Emerald;0.50;G;VS1;Excellent;953
Pear;0.43;D;VS2;Ideal;953
Heart;0.40;D;VVS2;Ideal;953
Pear;0.40;E;VVS1;Ideal;953
Princess;0.51;G;SI1;Excellent;953
Heart;0.50;I;IF;Ideal;953
Cushion;0.54;H;VVS2;Excellent;953
Emerald;0.44;F;VVS2;Excellent;953
Emerald;0.61;H;SI2;Ideal;953
Cushion;0.59;H;VS1;Excellent;954
Heart;0.41;G;VVS1;Ideal;954
Cushion;0.55;E;SI1;Ideal;954
Emerald;0.50;G;SI1;Excellent;954
Emerald;0.52;F;SI1;Excellent;954
Cushion;0.40;E;VS1;Very Good;954
Cushion;0.57;H;VS2;Excellent;954
Cushion;0.52;E;SI1;Excellent;954
Heart;0.36;D;VVS2;Ideal;954
Oval;0.50;F;SI1;Ideal;954
Heart;0.40;F;VS1;Ideal;954
Heart;0.51;K;VS2;Excellent;954
Pear;0.50;F;SI1;Ideal;954
Princess;0.51;E;SI1;Ideal;954
Emerald;0.50;D;SI1;Ideal;954
Heart;0.40;E;VVS2;Ideal;954
Heart;0.47;F;VS1;Ideal;954
Emerald;0.53;H;SI1;Ideal;955
Heart;0.50;I;VS1;Excellent;955
Cushion;0.50;D;VVS2;Excellent;955
Heart;0.45;H;VS2;Ideal;955
Emerald;0.50;F;SI1;Ideal;955
Marquise;0.50;F;SI2;Ideal;955
Emerald;0.47;E;VVS2;Ideal;955
Pear;0.50;D;SI1;Ideal;955
Pear;0.50;D;SI1;Ideal;955
Cushion;0.61;I;SI2;Very Good;955
Princess;0.50;I;VS2;Ideal;955
Emerald;0.50;G;SI1;Ideal;955
Oval;0.50;H;SI1;Ideal;955
Oval;0.56;I;VS2;Ideal;955
Oval;0.40;D;VS1;Ideal;955
Cushion;0.51;G;VVS2;Excellent;955
Cushion;0.46;F;VVS1;Ideal;955
Heart;0.40;D;VVS2;Ideal;955
Emerald;0.53;D;SI2;Ideal;955
Cushion;0.51;E;VS2;Excellent;955
Princess;0.51;F;SI1;Excellent;955
Heart;0.40;E;VVS1;Ideal;955
Pear;0.33;D;IF;Ideal;955
Princess;0.51;G;SI1;Ideal;955
Pear;0.52;D;SI2;Ideal;955
Emerald;0.43;G;VVS1;Ideal;955
Emerald;0.51;J;VVS1;Ideal;955
Heart;0.40;D;VS1;Ideal;955
Heart;0.47;G;VS1;Excellent;956
Heart;0.38;F;IF;Ideal;956
Cushion;0.52;F;VS2;Ideal;956
Heart;0.46;F;VS1;Excellent;956
Emerald;0.53;I;VVS2;Ideal;956
Princess;0.54;E;SI1;Good;956
Cushion;0.50;G;VVS2;Ideal;956
Emerald;0.55;J;VVS2;Ideal;956
Emerald;0.40;E;VVS1;Ideal;956
Cushion;0.51;I;VS1;Ideal;956
Oval;0.41;D;VVS2;Ideal;956
Emerald;0.50;I;VS2;Ideal;956
Cushion;0.50;E;VS2;Excellent;956
Emerald;0.61;K;IF;Ideal;956
Emerald;0.50;I;VS1;Ideal;956
Cushion;0.52;G;VVS2;Ideal;956
Oval;0.51;F;SI2;Ideal;956
Emerald;0.41;E;VVS1;Ideal;956
Emerald;0.60;J;SI1;Ideal;956
Heart;0.40;D;VVS2;Ideal;956
Heart;0.46;G;VVS2;Ideal;956
Pear;0.40;E;VVS1;Ideal;956
Heart;0.40;F;VVS2;Ideal;956
Pear;0.46;F;VS2;Ideal;957
Emerald;0.50;G;VS1;Ideal;957
Pear;0.50;F;SI2;Ideal;957
Oval;0.50;J;VS1;Ideal;957
Princess;0.50;I;VVS2;Very Good;957
Marquise;0.50;I;SI1;Ideal;957
Marquise;0.52;J;VS1;Ideal;957
Princess;0.50;G;SI1;Ideal;957
Princess;0.50;E;SI2;Ideal;957
Cushion;0.51;G;VS1;Ideal;957
Oval;0.50;I;SI1;Ideal;957
Emerald;0.50;I;VS2;Excellent;957
Emerald;0.46;E;VVS2;Ideal;957
Emerald;0.50;E;SI1;Excellent;957
Emerald;0.50;J;VVS1;Ideal;957
Heart;0.30;D;IF;Ideal;957
Heart;0.40;F;VS1;Ideal;957
Heart;0.48;D;VS2;Ideal;957
Pear;0.51;E;SI2;Ideal;957
Cushion;0.51;G;VS1;Ideal;957
Heart;0.41;F;VS2;Ideal;957
Cushion;0.50;F;VS2;Ideal;957
Pear;0.51;J;VVS1;Ideal;957
Oval;0.50;D;SI2;Excellent;957
Emerald;0.52;I;IF;Ideal;957
Emerald;0.43;E;VVS1;Ideal;957
Emerald;0.51;J;VS1;Ideal;957
Cushion;0.50;J;VVS1;Ideal;957
Oval;0.42;D;VVS1;Ideal;957
Cushion;0.50;I;VVS1;Excellent;957
Heart;0.46;E;VVS2;Ideal;957
Emerald;0.46;F;VS2;Ideal;957
Cushion;0.50;I;VVS1;Ideal;957
Emerald;0.50;E;SI1;Ideal;957
Oval;0.50;E;SI2;Ideal;957
Marquise;0.50;E;VS1;Ideal;958
Heart;0.40;D;VS1;Ideal;958
Heart;0.51;I;VS1;Ideal;958
Princess;0.50;D;SI2;Excellent;958
Emerald;0.45;D;VS1;Ideal;958
Cushion;0.50;F;VS1;Ideal;958
Heart;0.50;E;SI1;Ideal;958
Pear;0.50;I;VVS2;Ideal;958
Pear;0.38;E;VVS1;Ideal;958
Emerald;0.52;I;IF;Ideal;958
Cushion;0.62;I;VS2;Ideal;958
Asscher;0.51;J;IF;Ideal;958
Heart;0.40;D;VS1;Ideal;958
Emerald;0.60;G;SI2;Ideal;958
Cushion;0.50;H;VVS1;Ideal;958
Cushion;0.50;F;VVS2;Excellent;958
Oval;0.50;F;SI2;Ideal;958
Emerald;0.46;F;VVS2;Ideal;958
Cushion;0.50;G;VS2;Ideal;958
Emerald;0.55;J;VVS2;Ideal;959
Cushion;0.51;F;VVS2;Ideal;959
Oval;0.40;E;VVS2;Ideal;959
Heart;0.50;F;SI1;Ideal;959
Cushion;0.51;H;VVS1;Ideal;959
Princess;0.50;D;SI2;Excellent;959
Cushion;0.50;F;VVS2;Very Good;959
Emerald;0.50;F;SI1;Ideal;959
Cushion;0.60;J;VS1;Excellent;959
Emerald;0.50;E;SI1;Ideal;959
Cushion;0.60;J;VS1;Excellent;959
Cushion;0.50;D;SI1;Very Good;959
Oval;0.50;G;SI2;Ideal;959
Cushion;0.43;F;VS1;Ideal;959
Radiant;0.43;D;VS2;Ideal;959
Heart;0.40;F;VVS1;Ideal;959
Cushion;0.50;G;VS2;Very Good;959
Cushion;0.44;D;VVS1;Very Good;959
Heart;0.50;D;SI1;Ideal;959
Heart;0.50;G;SI1;Ideal;959
Emerald;0.50;I;VVS2;Excellent;959
Pear;0.40;E;VVS2;Ideal;959
Cushion;0.50;D;VS2;Ideal;959
Pear;0.50;F;SI2;Ideal;959
Emerald;0.45;D;VS1;Ideal;959
Heart;0.40;D;VVS2;Ideal;959
Pear;0.50;F;VS2;Very Good;959
Cushion;0.50;F;VS2;Very Good;959
Oval;0.41;D;VVS1;Ideal;960
Emerald;0.52;H;VS1;Ideal;960
Emerald;0.50;G;SI1;Ideal;960
Cushion;0.50;E;VS1;Ideal;960
Oval;0.43;D;VVS1;Ideal;960
Oval;0.50;E;SI2;Excellent;960
Princess;0.50;H;SI1;Ideal;960
Pear;0.50;G;SI1;Ideal;960
Emerald;0.50;G;SI1;Excellent;960
Cushion;0.50;E;VS1;Ideal;960
Princess;0.50;E;SI2;Ideal;960
Emerald;0.50;F;SI1;Ideal;960
Heart;0.46;G;VS1;Ideal;960
Heart;0.41;G;IF;Ideal;960
Cushion;0.70;I;SI1;Very Good;960
Heart;0.46;E;VS1;Ideal;960
Cushion;0.52;D;VVS1;Very Good;960
Cushion;0.60;J;VS2;Excellent;960
Heart;0.59;J;VVS1;Ideal;961
Heart;0.46;H;VS1;Ideal;961
Pear;0.50;J;VS2;Ideal;961
Emerald;0.50;D;VS1;Excellent;961
Princess;0.53;I;SI1;Ideal;961
Emerald;0.51;J;VVS2;Ideal;961
Emerald;0.54;D;SI1;Ideal;961
Cushion;0.50;D;SI1;Ideal;961
Emerald;0.50;D;SI1;Excellent;961
Radiant;0.71;K;VS2;Ideal;961
Emerald;0.43;D;VVS2;Excellent;961
Cushion;0.51;F;VS2;Ideal;961
Heart;0.50;H;VVS2;Excellent;961
Cushion;0.51;E;SI1;Ideal;961
Emerald;0.47;D;VS1;Excellent;961
Heart;0.43;F;VS1;Ideal;961
Pear;0.45;G;VS2;Ideal;961
Cushion;0.50;E;VS2;Excellent;961
Cushion;0.51;G;VVS2;Ideal;961
Cushion;0.50;D;SI1;Ideal;961
Heart;0.50;D;SI1;Ideal;961
Princess;0.51;J;VS1;Very Good;961
Heart;0.40;F;VVS2;Ideal;961
Emerald;0.53;I;VS1;Ideal;961
Oval;0.45;G;VVS1;Ideal;961
Cushion;0.50;E;VVS2;Excellent;961
Pear;0.53;J;IF;Ideal;961
Emerald;0.51;J;VVS2;Ideal;961
Cushion;0.50;F;VVS1;Ideal;961
Cushion;0.51;F;VS2;Ideal;961
Princess;0.51;H;SI1;Ideal;961
Emerald;0.52;F;SI1;Ideal;961
Pear;0.52;J;IF;Ideal;961
Emerald;0.51;I;IF;Ideal;962
Cushion;0.50;F;VS2;Excellent;962
Emerald;0.60;J;SI1;Ideal;962
Emerald;0.53;F;SI1;Ideal;962
Cushion;0.55;H;VS1;Excellent;962
Emerald;0.50;E;SI1;Ideal;962
Oval;0.50;H;SI2;Ideal;962
Pear;0.50;D;SI1;Ideal;962
Emerald;0.54;J;IF;Ideal;962
Pear;0.41;G;VVS2;Very Good;962
Cushion;0.50;G;VS1;Excellent;962
Cushion;0.50;I;VVS2;Ideal;962
Emerald;0.50;I;VS2;Ideal;962
Radiant;0.52;G;VS2;Very Good;962
Princess;0.51;E;SI1;Ideal;962
Oval;0.40;F;VVS1;Ideal;962
Cushion;0.50;G;VS1;Excellent;962
Heart;0.50;E;SI2;Ideal;962
Radiant;0.50;G;VS1;Very Good;962
Heart;0.50;D;SI1;Ideal;962
Princess;0.50;I;VS2;Excellent;962
Emerald;0.50;D;SI1;Ideal;962
Cushion;0.50;F;VS2;Ideal;962
Princess;0.50;G;SI1;Ideal;962
Cushion;0.50;H;VS1;Ideal;962
Emerald;0.50;D;SI1;Ideal;962
Emerald;0.50;F;VS2;Excellent;962
Princess;0.50;G;SI1;Excellent;962
Cushion;0.50;G;VVS1;Ideal;962
Oval;0.40;D;VS1;Ideal;963
Cushion;0.50;G;VS2;Excellent;963
Asscher;0.40;E;VVS2;Ideal;963
Emerald;0.50;G;VVS1;Ideal;963
Princess;0.57;I;SI1;Ideal;963
Cushion;0.52;H;VS2;Ideal;963
Cushion;0.51;H;VVS2;Ideal;963
Princess;0.50;E;SI1;Very Good;963
Cushion;0.51;F;VS2;Ideal;963
Emerald;0.51;J;VVS1;Ideal;963
Emerald;0.50;J;VVS1;Ideal;963
Emerald;0.51;J;VVS1;Ideal;963
Pear;0.50;D;SI2;Ideal;963
Princess;0.50;H;VS2;Ideal;963
Heart;0.40;D;VS1;Ideal;964
Princess;0.50;J;VVS2;Ideal;964
Emerald;0.50;D;SI1;Ideal;964
Asscher;0.42;D;VVS2;Ideal;964
Pear;0.50;D;SI2;Ideal;964
Pear;0.50;E;SI2;Ideal;964
Heart;0.40;F;VVS1;Ideal;964
Heart;0.46;D;VS2;Ideal;964
Cushion;0.51;G;VS2;Ideal;964
Emerald;0.50;E;SI1;Ideal;964
Oval;0.50;F;SI2;Ideal;964
Cushion;0.50;E;SI1;Good;964
Heart;0.46;D;VVS2;Ideal;964
Emerald;0.54;J;VS1;Ideal;964
Marquise;0.45;F;SI1;Ideal;964
Heart;0.41;G;VVS2;Ideal;964
Pear;0.50;F;SI2;Ideal;964
Pear;0.50;F;SI2;Ideal;964
Cushion;0.50;D;VS1;Very Good;964
Heart;0.40;F;VVS2;Ideal;964
Heart;0.31;D;IF;Ideal;964
Princess;0.50;F;SI1;Excellent;964
Oval;0.40;E;VVS2;Ideal;964
Pear;0.50;H;SI1;Ideal;964
Princess;0.50;I;VVS2;Ideal;964
Princess;0.50;D;SI1;Excellent;964
Heart;0.40;D;VS1;Ideal;964
Cushion;0.50;D;VVS1;Excellent;964
Emerald;0.50;D;SI1;Ideal;964
Oval;0.50;F;SI1;Very Good;964
Oval;0.50;F;SI2;Ideal;964
Pear;0.50;H;SI1;Ideal;964
Cushion;0.70;K;VS1;Excellent;964
Oval;0.41;D;VS1;Ideal;966
Emerald;0.59;J;VVS2;Ideal;966
Emerald;0.50;I;VS2;Ideal;966
Cushion;0.50;E;VS2;Excellent;966
Emerald;0.50;I;VS1;Ideal;966
Emerald;0.42;D;VVS1;Ideal;966
Heart;0.51;E;SI2;Ideal;966
Emerald;0.58;J;VVS2;Ideal;966
Oval;0.50;D;SI1;Ideal;966
Oval;0.50;I;VVS2;Ideal;966
Princess;0.50;F;SI1;Ideal;966
Cushion;0.50;E;VS2;Very Good;966
Emerald;0.50;E;VS2;Ideal;967
Oval;0.51;D;SI2;Excellent;967
Cushion;0.51;H;VVS1;Excellent;967
Oval;0.50;D;SI2;Ideal;967
Cushion;0.50;F;VVS2;Excellent;967
Pear;0.51;H;VS2;Ideal;967
Oval;0.54;I;SI1;Ideal;967
Pear;0.51;D;SI1;Ideal;967
Heart;0.38;D;VVS1;Ideal;967
Emerald;0.70;K;SI2;Ideal;967
Emerald;0.54;D;SI1;Ideal;967
Emerald;0.44;D;VVS1;Ideal;967
Emerald;0.44;F;VVS2;Ideal;967
Cushion;0.50;G;VS1;Ideal;967
Heart;0.50;F;SI1;Ideal;967
Cushion;0.50;E;VS1;Excellent;967
Cushion;0.51;E;VS1;Excellent;967
Princess;0.50;F;SI1;Ideal;968
Oval;0.40;D;VS1;Ideal;968
Emerald;0.50;H;VS2;Ideal;968
Oval;0.59;I;VVS2;Ideal;968
Cushion;0.62;I;VS2;Excellent;968
Cushion;0.51;E;VS1;Excellent;968
Cushion;0.57;F;SI1;Ideal;968
Emerald;0.51;G;VS1;Ideal;968
Cushion;0.50;H;VS1;Ideal;968
Heart;0.45;F;VVS2;Ideal;968
Heart;0.40;F;VVS1;Ideal;968
Emerald;0.49;G;VVS2;Excellent;968
Oval;0.70;K;SI2;Ideal;968
Heart;0.40;D;VVS2;Ideal;968
Radiant;0.58;I;VS1;Excellent;968
Princess;0.50;H;SI1;Ideal;969
Emerald;0.43;G;IF;Ideal;969
Emerald;0.51;I;VS1;Ideal;969
Emerald;0.48;G;IF;Ideal;969
Pear;0.50;F;SI1;Excellent;969
Pear;0.51;J;IF;Ideal;969
Emerald;0.50;G;VS1;Ideal;969
Heart;0.43;F;VVS1;Ideal;969
Cushion;0.50;F;VS2;Excellent;969
Oval;0.37;D;IF;Ideal;969
Heart;0.50;I;VS1;Ideal;969
Cushion;0.52;H;VVS2;Excellent;969
Princess;0.60;J;SI1;Ideal;969
Emerald;0.50;G;VS1;Ideal;969
Emerald;0.50;F;SI1;Ideal;969
Cushion;0.50;F;VS2;Excellent;969
Emerald;0.50;F;VS2;Ideal;969
Emerald;0.49;D;SI1;Ideal;969
Emerald;0.50;J;VVS1;Ideal;969
Oval;0.53;D;SI1;Ideal;970
Oval;0.50;E;SI2;Ideal;970
Princess;0.50;H;SI1;Ideal;970
Emerald;0.45;E;VVS1;Ideal;970
Heart;0.40;D;VS1;Ideal;970
Princess;0.51;I;SI1;Ideal;970
Heart;0.47;E;VS1;Ideal;970
Pear;0.52;I;SI1;Ideal;970
Emerald;0.40;D;VVS1;Ideal;970
Heart;0.46;F;VS1;Ideal;970
Princess;0.52;E;SI1;Very Good;970
Heart;0.39;E;VVS1;Ideal;970
Oval;0.50;G;SI1;Ideal;970
Princess;0.51;J;VVS1;Ideal;972
Oval;0.50;F;VS2;Ideal;972
Marquise;0.52;H;SI2;Ideal;972
Emerald;0.50;E;VS2;Ideal;972
Marquise;0.50;E;SI1;Ideal;972
Cushion;0.50;E;VS2;Excellent;972
Emerald;0.50;H;VS2;Ideal;972
Emerald;0.50;H;SI1;Ideal;972
Emerald;0.50;H;VVS2;Ideal;972
Emerald;0.49;F;VVS2;Ideal;972
Heart;0.41;F;VS1;Ideal;972
Emerald;0.46;E;VVS2;Ideal;972
Cushion;0.50;G;VS1;Ideal;972
Oval;0.50;H;VS2;Excellent;972
Pear;0.52;E;SI1;Ideal;972
Cushion;0.50;E;VS2;Excellent;972
Cushion;0.51;F;VS2;Ideal;972
Heart;0.50;I;VVS2;Ideal;972
Pear;0.50;H;VS2;Ideal;972
Cushion;0.50;G;VVS2;Excellent;972
Oval;0.35;D;IF;Ideal;972
Emerald;0.50;E;SI1;Excellent;972
Emerald;0.50;H;VVS2;Excellent;972
Oval;0.42;D;VVS1;Ideal;973
Oval;0.50;E;SI1;Excellent;973
Cushion;0.53;D;VS2;Ideal;973
Cushion;0.51;E;VS2;Ideal;973
Cushion;0.55;G;VS1;Excellent;973
Oval;0.60;J;SI1;Ideal;973
Pear;0.50;F;SI1;Ideal;973
Cushion;0.50;D;VS1;Excellent;973
Emerald;0.52;I;VS1;Ideal;973
Pear;0.50;F;SI1;Excellent;973
Oval;0.50;D;VS2;Ideal;973
Cushion;0.51;E;VS2;Ideal;973
Emerald;0.45;F;VS2;Ideal;974
Emerald;0.59;J;VVS2;Excellent;974
Emerald;0.50;F;SI1;Ideal;974
Oval;0.60;J;VVS1;Ideal;974
Pear;0.50;I;VS1;Excellent;974
Pear;0.40;D;VVS1;Ideal;974
Heart;0.50;D;SI1;Ideal;974
Heart;0.50;D;SI1;Ideal;974
Cushion;0.60;F;SI2;Excellent;974
Emerald;0.51;J;VVS1;Ideal;974
Pear;0.50;G;VS1;Excellent;974
Heart;0.40;D;VVS1;Ideal;974
Heart;0.41;D;VVS2;Ideal;975
Oval;0.41;D;IF;Ideal;975
Cushion;0.44;E;VVS1;Very Good;975
Princess;0.53;G;SI1;Ideal;975
Emerald;0.55;J;IF;Ideal;975
Heart;0.46;F;VS2;Ideal;976
Princess;0.50;H;SI1;Excellent;976
Emerald;0.50;F;VS2;Very Good;976
Emerald;0.50;H;VVS2;Very Good;976
Princess;0.50;J;VVS2;Ideal;976
Heart;0.51;H;VS1;Ideal;976
Cushion;0.51;G;VS2;Excellent;976
Cushion;0.62;H;SI2;Excellent;976
Heart;0.51;F;SI1;Ideal;976
Cushion;0.60;J;VS1;Excellent;976
Oval;0.50;F;SI2;Ideal;976
Emerald;0.42;D;IF;Ideal;976
Cushion;0.50;G;VS2;Excellent;976
Heart;0.43;E;VVS2;Ideal;976
Cushion;0.50;G;VS2;Ideal;976
Emerald;0.51;I;VVS1;Ideal;976
Cushion;0.51;H;VVS1;Ideal;976
Cushion;0.50;G;VVS1;Excellent;978
Oval;0.43;D;VVS1;Ideal;978
Oval;0.50;D;SI2;Ideal;978
Heart;0.41;D;VVS2;Ideal;978
Oval;0.50;F;VVS1;Excellent;978
Emerald;0.50;H;VS2;Ideal;978
Heart;0.50;J;VS1;Ideal;978
Emerald;0.50;F;VVS2;Excellent;978
Princess;0.50;I;VS1;Excellent;978
Cushion;0.50;F;VS2;Ideal;978
Emerald;0.50;E;SI1;Ideal;978
Oval;0.57;E;SI1;Ideal;978
Heart;0.46;E;VS1;Ideal;978
Emerald;0.50;E;VS1;Ideal;978
Cushion;0.50;E;VS1;Excellent;978
Emerald;0.50;D;SI1;Ideal;978
Princess;0.50;E;SI1;Excellent;978
Pear;0.51;H;SI1;Ideal;978
Heart;0.51;D;VS2;Ideal;978
Emerald;0.50;G;VS2;Excellent;978
Cushion;0.51;H;VS1;Ideal;979
Emerald;0.40;E;VVS1;Ideal;979
Emerald;0.40;E;VVS1;Ideal;979
Emerald;0.48;F;VVS1;Ideal;979
Emerald;0.40;E;VVS1;Ideal;979
Pear;0.40;E;VVS1;Ideal;979
Oval;0.50;E;SI2;Ideal;979
Emerald;0.50;H;VS2;Ideal;979
Oval;0.40;D;VVS2;Ideal;979
Cushion;0.57;E;SI1;Ideal;979
Emerald;0.50;H;VVS1;Ideal;979
Pear;0.40;E;VVS1;Ideal;979
Heart;0.46;F;VVS1;Ideal;979
Princess;0.51;E;SI2;Excellent;980
Emerald;0.51;I;VVS2;Ideal;980
Cushion;0.60;J;VVS2;Excellent;980
Pear;0.60;F;SI1;Ideal;980
Cushion;0.50;F;VS1;Very Good;980
Pear;0.51;H;VS1;Ideal;980
Emerald;0.43;D;VS2;Ideal;980
Princess;0.51;J;VVS1;Very Good;980
Princess;0.51;G;SI1;Ideal;980
Radiant;0.70;K;SI1;Ideal;980
Emerald;0.40;F;VVS1;Ideal;980
Cushion;0.50;H;VVS1;Ideal;980
Emerald;0.54;J;VVS1;Ideal;980
Heart;0.50;H;VS2;Ideal;980
Heart;0.46;F;VS2;Ideal;980
Heart;0.40;D;VVS2;Ideal;980
Cushion;0.50;H;VVS1;Very Good;981
Emerald;0.50;I;VVS2;Ideal;981
Princess;0.50;F;SI1;Ideal;981
Oval;0.50;D;SI1;Excellent;981
Emerald;0.51;E;SI1;Ideal;981
Heart;0.50;D;SI1;Ideal;981
Oval;0.50;D;SI1;Ideal;981
Emerald;0.52;D;VS2;Ideal;981
Heart;0.41;D;VVS1;Ideal;981
Princess;0.52;I;SI1;Ideal;981
Pear;0.51;D;SI2;Ideal;981
Emerald;0.50;G;VS2;Ideal;981
Pear;0.50;F;SI2;Ideal;981
Cushion;0.51;H;VVS2;Ideal;981
Radiant;0.50;J;IF;Ideal;981
Emerald;0.50;I;IF;Ideal;981
Pear;0.50;D;SI1;Ideal;981
Heart;0.50;G;SI1;Ideal;981
Emerald;0.51;H;SI1;Ideal;981
Cushion;0.40;E;VVS1;Excellent;981
Oval;0.50;F;SI1;Ideal;981
Heart;0.40;F;VS1;Ideal;981
Princess;0.51;D;SI2;Excellent;981
Princess;0.50;J;VVS2;Ideal;981
Heart;0.43;D;VVS2;Ideal;981
Oval;0.50;F;SI1;Ideal;981
Cushion;0.51;F;VS2;Very Good;981
Oval;0.50;H;VS2;Ideal;981
Emerald;0.50;D;SI1;Ideal;981
Princess;0.51;E;SI1;Very Good;981
Emerald;0.40;E;IF;Ideal;983
Oval;0.50;H;SI1;Ideal;983
Emerald;0.50;I;VS1;Ideal;983
Princess;0.49;D;SI1;Ideal;983
Cushion;0.50;E;VS1;Excellent;983
Princess;0.42;D;VVS2;Ideal;983
Radiant;0.50;H;VVS2;Excellent;983
Emerald;0.50;D;VS2;Ideal;983
Heart;0.47;G;VS2;Ideal;983
Princess;0.42;D;VVS2;Ideal;983
Emerald;0.50;G;VS2;Ideal;983
Pear;0.55;F;SI1;Ideal;983
Emerald;0.52;G;VS2;Ideal;983
Emerald;0.50;G;VVS1;Ideal;983
Emerald;0.50;G;VS2;Ideal;983
Emerald;0.50;G;VS2;Ideal;983
Heart;0.40;D;VVS2;Ideal;983
Cushion;0.51;H;VVS1;Ideal;983
Princess;0.49;G;VS1;Very Good;983
Oval;0.50;E;SI1;Ideal;983
Cushion;0.51;H;VVS1;Ideal;983
Cushion;0.53;G;VVS2;Good;983
Pear;0.55;H;VS1;Very Good;983
Emerald;0.50;H;VVS2;Excellent;983
Oval;0.50;E;SI2;Ideal;983
Pear;0.50;D;SI2;Ideal;983
Cushion;0.55;H;VS1;Ideal;984
Cushion;0.47;H;VVS1;Very Good;984
Heart;0.46;D;VS2;Ideal;984
Heart;0.47;F;VS2;Ideal;984
Cushion;0.51;G;VS1;Excellent;984
Oval;0.51;D;SI1;Excellent;984
Oval;0.50;E;SI1;Ideal;984
Oval;0.50;H;VVS1;Ideal;984
Oval;0.40;E;VVS2;Ideal;984
Emerald;0.51;H;VVS2;Ideal;984
Emerald;0.50;F;VS2;Excellent;984
Oval;0.71;K;SI1;Excellent;984
Pear;0.51;D;SI1;Ideal;984
Heart;0.46;E;VVS2;Excellent;984
Emerald;0.51;D;SI1;Ideal;984
Emerald;0.50;F;VS2;Ideal;984
Pear;0.50;J;VVS1;Ideal;984
Heart;0.40;D;VVS2;Ideal;984
Heart;0.50;F;SI1;Ideal;984
Princess;0.55;F;SI2;Ideal;984
Asscher;0.50;G;SI1;Ideal;985
Heart;0.49;G;VS1;Excellent;985
Marquise;0.51;F;SI1;Ideal;985
Emerald;0.50;G;VS2;Ideal;985
Marquise;0.51;G;SI1;Ideal;985
Cushion;0.50;H;VS1;Ideal;985
Emerald;0.50;G;VS2;Excellent;985
Radiant;0.50;E;VS1;Ideal;985
Emerald;0.51;E;VS2;Excellent;985
Pear;0.50;E;SI1;Ideal;985
Emerald;0.51;G;SI1;Excellent;986
Cushion;0.51;E;VS1;Excellent;986
Cushion;0.48;E;VS2;Excellent;986
Cushion;0.60;I;VS2;Excellent;986
Cushion;0.52;E;VS1;Excellent;986
Emerald;0.48;D;VVS2;Ideal;986
Emerald;0.50;G;VS1;Ideal;986
Pear;0.47;H;VVS2;Ideal;986
Heart;0.51;G;SI1;Excellent;986
Emerald;0.50;E;SI1;Ideal;986
Cushion;0.50;F;VVS2;Excellent;986
Cushion;0.60;I;VS2;Excellent;986
Emerald;0.50;F;VVS1;Ideal;986
Pear;0.50;D;VS2;Excellent;986
Pear;0.50;E;SI1;Ideal;986
Pear;0.40;D;VVS1;Ideal;986
Emerald;0.50;E;SI1;Ideal;986
Cushion;0.50;D;VS2;Ideal;986
Cushion;0.60;I;VS2;Ideal;987
Emerald;0.50;I;IF;Ideal;987
Emerald;0.50;F;SI1;Ideal;987
Pear;0.50;F;SI1;Ideal;987
Pear;0.54;J;VS1;Ideal;987
Heart;0.41;E;VVS2;Ideal;987
Emerald;0.50;E;VS2;Ideal;987
Radiant;0.70;K;SI1;Ideal;987
Oval;0.53;G;SI2;Ideal;987
Heart;0.50;F;SI1;Ideal;987
Emerald;0.70;K;SI1;Excellent;987
Emerald;0.60;J;SI1;Ideal;987
Cushion;0.53;D;SI1;Ideal;987
Emerald;0.41;D;VVS1;Ideal;989
